interaction_id,user_id,product_id,interaction_type,interaction_ts,interaction_date
458,179,1768,review,2024-05-15 21:10:38.881579,2024-07-24
459,333,1468,wishlist,2024-03-28 12:35:03.945040,2024-06-06
460,457,797,view,2024-01-25 01:11:11.755290,2024-04-04
461,65,747,add_to_cart,2024-01-15 21:32:29.352659,2024-03-25
462,319,758,purchase,2024-07-12 01:30:33.638708,2024-09-20
464,37,1880,view,2024-06-06 17:40:59.191721,2024-08-15
465,219,649,add_to_cart,2024-01-27 17:08:06.994901,2024-04-06
466,251,565,wishlist,2024-10-29 18:41:17.571274,2025-01-07
467,309,472,view,2024-07-19 10:53:40.397552,2024-09-27
468,49,122,view,2024-10-02 09:58:24.733126,2024-12-11
470,139,2135,purchase,2024-10-12 21:01:06.747979,2024-12-21
471,350,1384,view,2024-09-13 21:00:12.342937,2024-11-22
472,47,1969,view,2024-05-12 12:40:21.354449,2024-07-21
473,298,2473,wishlist,2024-07-10 18:10:32.140861,2024-09-18
474,342,731,add_to_cart,2024-01-22 18:29:25.804975,2024-04-01
475,275,135,view,2024-06-10 14:49:17.793721,2024-08-19
476,34,2476,review,2024-02-24 16:56:26.234201,2024-05-04
477,191,2247,wishlist,2024-06-29 00:00:00.000000,2024-09-07
478,213,1649,view,2024-10-27 01:53:56.264528,2025-01-05
479,404,2429,purchase,2024-02-23 09:07:39.047721,2024-05-03
480,238,688,view,2024-06-17 05:50:57.047432,2024-08-26
481,75,1159,add_to_cart,2024-10-28 20:52:13.020907,2025-01-06
482,142,1751,view,2024-05-09 18:08:48.337368,2024-07-18
483,255,2236,view,2024-02-08 00:00:00.000000,2024-04-18
484,255,1698,add_to_cart,2024-02-13 18:28:52.446695,2024-04-23
485,415,1191,add_to_cart,2024-05-27 19:08:48.413691,2024-08-05
486,436,1556,review,2024-09-01 04:51:07.441655,2024-11-10
487,180,901,view,2024-03-17 00:17:51.582856,2024-05-26
488,139,787,review,2024-09-04 10:23:45.647986,2024-11-13
489,283,18,view,2024-06-15 09:30:06.891999,2024-08-24
490,445,756,view,2024-01-06 12:18:28.986445,2024-03-16
491,89,1044,add_to_cart,2024-08-20 17:27:36.141229,2024-10-29
492,433,1042,wishlist,2024-01-03 01:25:57.762130,2024-03-13
493,89,1364,wishlist,2024-04-21 10:47:13.881830,2024-06-30
494,204,1257,view,2024-10-10 10:36:00.413893,2024-12-19
495,444,221,wishlist,2024-06-16 09:05:42.579350,2024-08-25
496,64,2302,view,2024-10-13 00:46:59.249932,2024-12-22
497,314,1155,view,2024-07-27 07:04:43.839589,2024-10-05
498,10,2478,view,2024-10-26 08:31:28.550711,2025-01-04
499,186,2172,view,2024-10-23 07:30:14.733107,2025-01-01
500,6,51,view,2024-07-31 23:59:45.148718,2024-10-09
501,136,514,add_to_cart,2024-02-18 11:07:44.887728,2024-04-28
503,194,312,view,2024-08-29 13:11:17.234632,2024-11-07
504,299,2165,view,2024-04-04 10:22:36.266065,2024-06-13
505,269,1543,review,2024-06-29 08:17:43.293376,2024-09-07
506,37,1197,wishlist,2024-04-04 19:07:37.283036,2024-06-13
507,432,206,view,2024-06-23 23:27:00.411156,2024-09-01
508,179,2390,wishlist,2024-03-27 20:00:59.852720,2024-06-05
510,95,415,wishlist,2024-04-20 21:07:27.002265,2024-06-29
511,261,891,view,2024-09-04 07:40:03.763717,2024-11-13
512,167,1042,view,2024-08-17 21:36:32.511685,2024-10-26
513,247,1320,review,2024-05-24 09:12:28.448286,2024-08-02
514,320,1578,wishlist,2024-07-18 19:37:46.784154,2024-09-26
515,349,2229,view,2024-07-30 06:55:42.471891,2024-10-08
516,432,893,view,2024-04-16 16:43:30.524178,2024-06-25
517,209,166,review,2024-09-23 11:48:03.270419,2024-12-02
518,300,655,add_to_cart,2024-03-28 21:29:07.625951,2024-06-06
519,263,2172,view,2024-04-25 14:06:00.291641,2024-07-04
520,420,1905,review,2024-07-05 16:40:30.219167,2024-09-13
521,379,1990,view,2024-06-17 12:29:02.033351,2024-08-26
522,348,1117,view,2024-10-16 15:16:37.764522,2024-12-25
523,204,1872,purchase,2024-01-25 09:45:37.606840,2024-04-04
524,457,1882,add_to_cart,2024-05-13 00:00:00.000000,2024-07-22
525,135,1248,add_to_cart,2024-06-12 01:11:00.131082,2024-08-21
526,380,2072,add_to_cart,2024-07-13 11:56:31.635395,2024-09-21
527,307,935,view,2024-10-29 08:45:41.726133,2025-01-07
528,485,2219,view,2024-10-21 20:24:42.789462,2024-12-30
529,443,1177,add_to_cart,2024-04-28 14:54:24.002053,2024-07-07
530,281,1944,view,2024-09-20 20:03:29.407640,2024-11-29
531,299,827,add_to_cart,2024-05-19 06:38:26.811414,2024-07-28
532,335,410,view,2024-09-11 12:41:17.397727,2024-11-20
533,222,1099,review,2024-04-02 13:46:33.533338,2024-06-11
534,172,393,purchase,2024-08-08 08:43:28.925631,2024-10-17
535,335,2129,add_to_cart,2024-03-30 00:20:29.792548,2024-06-08
536,86,744,purchase,2024-04-10 22:51:29.576993,2024-06-19
537,107,139,add_to_cart,2024-06-30 03:16:30.530982,2024-09-08
538,310,542,wishlist,2024-02-22 13:59:00.335023,2024-05-02
539,244,1338,view,2024-04-17 10:20:53.927633,2024-06-26
540,293,2295,view,2024-04-17 04:08:57.214160,2024-06-26
541,73,2142,view,2024-10-01 23:58:28.723394,2024-12-10
542,431,457,view,2024-09-25 16:08:17.768165,2024-12-04
543,30,1649,view,2024-05-20 04:01:26.993123,2024-07-29
544,57,177,add_to_cart,2024-06-21 00:00:00.000000,2024-08-30
545,409,777,wishlist,2024-06-05 01:59:21.409725,2024-08-14
546,77,933,view,2024-09-23 15:29:02.468317,2024-12-02
547,142,1191,view,2024-02-24 03:26:09.721984,2024-05-04
548,12,2217,add_to_cart,2024-04-10 13:42:51.520571,2024-06-19
549,381,449,wishlist,2024-02-11 18:06:00.134534,2024-04-21
550,106,1790,wishlist,2024-02-13 00:00:00.000000,2024-04-23
551,404,631,view,2024-10-28 22:32:05.969106,2025-01-06
552,375,1500,view,2024-10-11 09:48:24.973049,2024-12-20
553,163,1321,view,2024-08-25 02:56:14.575296,2024-11-03
554,378,1044,add_to_cart,2024-01-10 13:03:05.900192,2024-03-20
555,244,392,view,2024-09-27 15:29:08.444693,2024-12-06
556,353,1286,wishlist,2024-07-06 05:57:16.182253,2024-09-14
557,446,14,view,2024-07-27 13:42:54.443789,2024-10-05
558,22,225,review,2024-10-10 17:21:23.851935,2024-12-19
560,8,792,review,2024-03-06 20:36:43.806740,2024-05-15
561,51,1948,review,2024-03-16 20:35:42.355968,2024-05-25
562,69,2003,wishlist,2024-02-16 01:00:08.586051,2024-04-26
563,44,687,review,2024-07-12 18:56:31.178409,2024-09-20
564,376,269,view,2024-05-21 16:32:13.851978,2024-07-30
565,293,1395,view,2024-02-21 17:55:28.840837,2024-05-01
566,189,1631,purchase,2024-01-07 03:22:26.233200,2024-03-17
567,103,1326,purchase,2024-07-25 19:53:02.660546,2024-10-03
568,208,959,purchase,2024-03-26 20:31:36.234595,2024-06-04
569,324,2384,add_to_cart,2024-05-21 02:11:55.977643,2024-07-30
570,341,2120,view,2024-04-28 18:25:37.475238,2024-07-07
571,386,644,review,2024-05-24 19:26:15.295475,2024-08-02
572,166,1100,add_to_cart,2024-06-19 22:41:05.827205,2024-08-28
573,207,88,add_to_cart,2024-10-30 04:01:03.337042,2025-01-08
574,329,2431,add_to_cart,2024-07-07 20:37:36.927640,2024-09-15
575,146,1417,add_to_cart,2024-04-16 02:19:30.065211,2024-06-25
576,492,760,purchase,2024-09-19 06:33:17.150079,2024-11-28
577,41,672,purchase,2024-08-16 05:51:26.848734,2024-10-25
578,296,1966,review,2024-09-04 08:41:12.809034,2024-11-13
580,104,523,purchase,2024-05-21 15:39:41.686049,2024-07-30
581,25,1777,add_to_cart,2024-02-06 21:13:56.609021,2024-04-16
582,108,1354,view,2024-07-19 17:09:34.682873,2024-09-27
583,131,1831,wishlist,2024-06-16 14:43:32.361592,2024-08-25
584,241,168,purchase,2024-09-21 22:22:09.400916,2024-11-30
585,278,2238,view,2024-09-14 10:34:19.704446,2024-11-23
586,485,1779,view,2024-03-24 00:42:15.711311,2024-06-02
587,190,218,view,2024-06-08 07:41:26.822482,2024-08-17
588,236,168,view,2024-07-28 06:58:37.274387,2024-10-06
589,242,1186,view,2024-01-16 02:31:37.406294,2024-03-26
590,279,2241,purchase,2024-02-07 17:04:08.664312,2024-04-17
591,89,1066,view,2024-05-04 22:44:27.709496,2024-07-13
592,349,513,view,2024-04-08 15:36:26.791487,2024-06-17
593,412,106,purchase,2024-05-06 09:07:45.958456,2024-07-15
594,46,1201,view,2024-02-22 07:25:50.229589,2024-05-02
595,265,1876,view,2024-09-21 04:12:33.419614,2024-11-30
596,318,1236,view,2024-05-04 22:04:28.631264,2024-07-13
597,45,917,view,2024-09-20 09:14:36.256888,2024-11-29
598,233,1542,view,2024-05-25 05:19:07.228386,2024-08-03
599,91,1732,view,2024-06-19 09:49:10.325746,2024-08-28
600,63,92,view,2024-02-17 00:09:13.833430,2024-04-27
601,442,1462,view,2024-10-22 16:39:18.634854,2024-12-31
602,294,700,view,2024-01-26 16:09:32.791421,2024-04-05
603,168,2312,wishlist,2024-07-03 14:01:19.842713,2024-09-11
604,224,978,view,2024-07-13 18:52:52.138918,2024-09-21
605,235,1298,review,2024-06-27 04:24:50.470751,2024-09-05
606,217,34,view,2024-09-29 14:12:46.890896,2024-12-08
607,383,449,view,2024-08-19 05:54:39.579679,2024-10-28
608,46,405,view,2024-08-10 01:34:51.707680,2024-10-19
609,240,1278,wishlist,2024-04-22 01:47:26.655214,2024-07-01
610,379,166,wishlist,2024-02-08 22:24:34.791062,2024-04-18
611,86,593,purchase,2024-01-02 03:22:04.192788,2024-03-12
612,164,1414,view,2024-04-21 05:21:38.339629,2024-06-30
613,413,649,review,2024-03-02 14:04:33.638738,2024-05-11
614,403,97,wishlist,2024-03-21 20:33:47.806587,2024-05-30
615,186,1704,view,2024-04-24 00:00:00.000000,2024-07-03
616,196,503,review,2024-07-12 11:52:09.714261,2024-09-20
617,369,65,view,2024-02-19 19:38:57.653539,2024-04-29
618,415,1818,view,2024-02-14 10:55:00.961096,2024-04-24
619,481,1657,wishlist,2024-04-07 22:17:30.964574,2024-06-16
620,224,567,review,2024-03-02 01:21:34.828363,2024-05-11
621,406,765,view,2024-07-17 19:46:07.102987,2024-09-25
622,84,1941,view,2024-03-17 02:47:27.872065,2024-05-26
623,94,2438,view,2024-07-11 13:49:21.722252,2024-09-19
624,212,742,review,2024-08-03 00:59:37.483750,2024-10-12
625,74,1832,view,2024-06-07 23:33:36.267375,2024-08-16
626,442,1539,view,2024-05-09 08:16:57.209412,2024-07-18
627,95,1419,view,2024-04-27 13:49:24.436328,2024-07-06
629,214,132,wishlist,2024-09-26 00:56:46.995815,2024-12-05
630,153,2479,add_to_cart,2024-05-09 10:06:17.538191,2024-07-18
631,305,2332,view,2024-08-17 11:26:18.457737,2024-10-26
632,481,2238,view,2024-07-15 16:39:23.062129,2024-09-23
633,343,715,view,2024-07-12 13:39:48.950764,2024-09-20
634,339,1058,view,2024-08-02 09:29:13.055846,2024-10-11
635,229,513,view,2024-09-24 20:22:32.792928,2024-12-03
636,214,2193,view,2024-03-16 20:37:32.558178,2024-05-25
637,178,1749,view,2024-10-05 14:58:35.190679,2024-12-14
638,245,1758,view,2024-05-10 20:09:26.053256,2024-07-19
639,360,1523,review,2024-09-30 14:48:50.417872,2024-12-09
640,156,1246,view,2024-09-29 07:46:22.755355,2024-12-08
641,231,1417,wishlist,2024-08-31 00:21:46.749175,2024-11-09
642,394,1953,wishlist,2024-05-15 08:50:48.813993,2024-07-24
643,390,2321,review,2024-07-09 17:22:16.494388,2024-09-17
645,197,1875,review,2024-06-14 02:30:15.782665,2024-08-23
646,24,938,view,2024-03-08 08:48:04.309337,2024-05-17
647,459,30,view,2024-06-28 01:44:53.911784,2024-09-06
648,390,2454,view,2024-10-17 06:50:52.772282,2024-12-26
649,72,347,view,2024-07-28 23:27:52.511980,2024-10-06
650,119,520,view,2024-04-07 00:00:00.000000,2024-06-16
651,80,2467,add_to_cart,2024-02-20 20:27:14.141319,2024-04-30
653,446,1046,view,2024-09-02 21:05:34.794858,2024-11-11
654,160,1772,wishlist,2024-04-11 13:20:35.384062,2024-06-20
656,18,63,view,2024-07-15 17:41:32.385084,2024-09-23
657,157,777,wishlist,2024-07-31 14:47:36.659804,2024-10-09
658,187,1904,wishlist,2024-10-30 20:39:42.638664,2025-01-08
659,327,2247,view,2024-07-08 23:37:26.845820,2024-09-16
660,315,6,add_to_cart,2024-02-18 13:41:40.597600,2024-04-28
661,367,821,add_to_cart,2024-02-08 04:47:39.665880,2024-04-18
662,248,4,view,2024-07-01 13:50:18.236937,2024-09-09
663,31,1857,view,2024-01-06 01:54:08.160532,2024-03-16
664,275,709,add_to_cart,2024-10-06 17:28:35.790394,2024-12-15
665,177,1980,review,2024-03-19 20:12:40.498957,2024-05-28
666,79,2291,view,2024-05-24 17:31:20.699512,2024-08-02
667,205,1484,view,2024-06-09 07:03:58.529393,2024-08-18
668,333,166,add_to_cart,2024-05-18 00:00:00.000000,2024-07-27
669,141,2253,view,2024-01-01 13:55:05.617140,2024-03-11
670,100,1701,view,2024-10-17 05:19:34.745196,2024-12-26
671,337,227,view,2024-07-02 07:36:19.432396,2024-09-10
672,52,1743,wishlist,2024-07-28 17:45:03.109539,2024-10-06
673,297,1665,view,2024-02-11 00:02:54.596696,2024-04-21
674,202,2463,review,2024-10-03 00:55:24.722937,2024-12-12
675,422,674,view,2024-03-10 14:11:50.509770,2024-05-19
676,27,1233,purchase,2024-10-01 23:30:44.159769,2024-12-10
677,400,898,view,2024-04-07 02:51:26.866360,2024-06-16
678,336,1967,wishlist,2024-08-07 08:24:11.327723,2024-10-16
679,145,2228,purchase,2024-09-04 00:10:23.713198,2024-11-13
680,477,2443,view,2024-08-04 04:19:25.216765,2024-10-13
681,82,2105,view,2024-06-27 04:06:32.876437,2024-09-05
682,326,322,view,2024-02-08 20:13:44.727504,2024-04-18
683,107,1210,purchase,2024-02-15 00:00:00.000000,2024-04-25
684,497,842,wishlist,2024-04-09 15:15:26.644435,2024-06-18
685,365,683,view,2024-05-26 03:12:58.901038,2024-08-04
686,261,1379,view,2024-07-19 05:38:04.371780,2024-09-27
687,490,1912,wishlist,2024-01-07 15:03:31.125857,2024-03-17
688,352,1979,view,2024-06-06 22:19:10.669371,2024-08-15
689,447,1401,add_to_cart,2024-03-03 19:37:11.047288,2024-05-12
690,195,2225,view,2024-09-23 06:55:16.722616,2024-12-02
692,279,2291,wishlist,2024-10-27 21:00:16.131774,2025-01-05
693,71,1647,view,2024-08-10 00:01:01.907830,2024-10-19
694,304,1952,view,2024-04-07 15:25:32.795522,2024-06-16
695,480,2464,view,2024-05-04 19:15:31.572741,2024-07-13
696,419,511,view,2024-08-06 00:04:17.092209,2024-10-15
697,375,883,add_to_cart,2024-01-11 12:52:57.944690,2024-03-21
698,436,1798,wishlist,2024-06-14 16:22:21.774837,2024-08-23
699,157,2154,view,2024-08-13 03:05:28.709603,2024-10-22
700,495,260,view,2024-02-10 05:14:30.928210,2024-04-20
701,119,1845,view,2024-06-29 19:29:01.054643,2024-09-07
702,431,1534,purchase,2024-10-13 16:11:46.806237,2024-12-22
703,400,2021,review,2024-06-19 03:31:06.996936,2024-08-28
704,383,1148,view,2024-03-14 16:21:49.059035,2024-05-23
705,193,328,view,2024-09-12 00:17:53.903326,2024-11-21
706,335,98,review,2024-10-27 19:32:14.844099,2025-01-05
707,30,1098,wishlist,2024-05-03 16:15:02.943250,2024-07-12
708,373,923,purchase,2024-10-15 01:19:51.207590,2024-12-24
709,73,1314,purchase,2024-09-12 14:50:38.074760,2024-11-21
710,254,1848,add_to_cart,2024-04-13 00:14:09.554829,2024-06-22
711,307,184,view,2024-07-11 13:13:00.438798,2024-09-19
712,341,227,view,2024-01-06 22:04:30.529665,2024-03-16
713,264,2498,view,2024-05-07 03:42:49.910124,2024-07-16
714,170,566,view,2024-10-28 00:37:15.401164,2025-01-06
715,315,606,view,2024-08-01 17:18:17.936030,2024-10-10
716,99,1770,view,2024-03-23 00:18:22.230002,2024-06-01
717,438,75,add_to_cart,2024-06-19 23:55:30.855592,2024-08-28
718,402,188,view,2024-02-17 10:06:45.515234,2024-04-27
719,143,108,add_to_cart,2024-08-25 06:02:21.637895,2024-11-03
721,445,388,view,2024-09-03 01:03:00.364264,2024-11-12
722,472,1758,wishlist,2024-05-17 10:34:43.209056,2024-07-26
723,304,1772,add_to_cart,2024-06-22 18:06:13.426416,2024-08-31
724,417,1636,view,2024-04-04 03:53:43.431905,2024-06-13
725,5,1221,wishlist,2024-05-14 04:31:03.854617,2024-07-23
726,330,378,view,2024-03-13 21:23:18.943897,2024-05-22
727,146,2402,review,2024-01-07 11:00:17.077594,2024-03-17
728,152,2431,view,2024-08-10 03:51:25.512964,2024-10-19
729,352,1225,view,2024-10-26 17:57:20.055379,2025-01-04
730,453,2217,purchase,2024-02-04 19:16:01.082889,2024-04-14
731,391,1882,wishlist,2024-10-18 12:48:28.949815,2024-12-27
732,98,340,view,2024-08-13 19:51:32.175356,2024-10-22
733,132,2258,view,2024-04-03 21:27:46.539744,2024-06-12
734,128,1522,view,2024-04-17 16:27:22.936894,2024-06-26
735,206,1204,view,2024-01-10 03:46:41.978649,2024-03-20
736,320,23,add_to_cart,2024-10-22 02:48:33.871742,2024-12-31
737,82,1204,add_to_cart,2024-10-11 10:24:05.004820,2024-12-20
738,198,99,wishlist,2024-06-30 22:57:57.609692,2024-09-08
739,453,1782,add_to_cart,2024-08-08 17:58:07.931498,2024-10-17
740,191,141,add_to_cart,2024-08-20 13:16:10.763217,2024-10-29
741,175,2468,view,2024-01-05 12:18:21.704112,2024-03-15
742,440,918,add_to_cart,2024-05-06 00:00:00.000000,2024-07-15
743,239,2494,view,2024-04-25 21:02:22.596009,2024-07-04
744,195,1881,view,2024-04-04 19:42:33.687989,2024-06-13
745,59,1191,view,2024-03-25 23:27:35.286292,2024-06-03
746,433,1625,view,2024-08-21 07:42:05.544131,2024-10-30
747,431,2244,view,2024-05-18 07:48:17.969554,2024-07-27
748,429,47,wishlist,2024-05-23 00:00:00.000000,2024-08-01
749,230,1925,view,2024-10-15 02:26:19.623522,2024-12-24
750,250,1101,purchase,2024-06-26 16:11:26.157784,2024-09-04
751,238,78,view,2024-09-13 15:23:01.097380,2024-11-22
752,432,1985,view,2024-10-22 00:00:00.000000,2024-12-31
753,491,1159,view,2024-05-03 17:19:32.858385,2024-07-12
754,350,1305,view,2024-01-22 02:13:59.308088,2024-04-01
756,306,1208,add_to_cart,2024-09-25 02:46:50.122945,2024-12-04
757,128,2497,view,2024-04-08 01:13:00.238473,2024-06-17
758,281,824,view,2024-04-06 12:18:15.361663,2024-06-15
759,324,2395,view,2024-08-16 03:45:35.626132,2024-10-25
760,33,1363,view,2024-01-19 12:22:37.384024,2024-03-29
761,23,1221,add_to_cart,2024-09-22 15:18:46.276216,2024-12-01
762,498,2321,review,2024-01-12 00:00:00.000000,2024-03-22
763,107,881,view,2024-05-15 05:26:46.006510,2024-07-24
764,440,936,view,2024-10-09 19:23:37.233064,2024-12-18
765,2,1145,view,2024-01-13 10:47:31.261697,2024-03-23
766,436,152,view,2024-03-28 04:44:03.728014,2024-06-06
767,404,2354,view,2024-03-09 10:19:30.366728,2024-05-18
769,71,1664,review,2024-08-05 10:15:34.934272,2024-10-14
770,330,1731,view,2024-09-16 00:51:07.141012,2024-11-25
771,109,1563,purchase,2024-04-20 17:56:47.528988,2024-06-29
772,367,1801,view,2024-03-31 22:13:55.831253,2024-06-09
773,134,2024,view,2024-03-20 01:36:08.746069,2024-05-29
774,19,2064,review,2024-06-09 00:00:00.000000,2024-08-18
775,203,1949,view,2024-06-08 06:46:45.326528,2024-08-17
776,497,48,view,2024-05-07 13:42:34.292858,2024-07-16
777,412,114,view,2024-07-16 04:10:33.705133,2024-09-24
778,438,2314,view,2024-05-15 22:50:09.254155,2024-07-24
779,36,1006,review,2024-02-07 19:46:06.806311,2024-04-17
780,486,2320,view,2024-08-25 22:50:09.330157,2024-11-03
781,480,957,view,2024-10-07 16:55:49.298596,2024-12-16
782,416,1837,view,2024-03-16 23:54:36.158417,2024-05-25
783,278,512,view,2024-04-16 22:36:44.314668,2024-06-25
784,392,2417,view,2024-06-10 00:00:00.000000,2024-08-19
785,57,741,add_to_cart,2024-01-22 11:42:16.354265,2024-04-01
786,37,986,view,2024-10-09 09:12:56.608800,2024-12-18
787,324,369,view,2024-10-03 05:31:59.761507,2024-12-12
788,302,1737,view,2024-08-03 13:50:33.207349,2024-10-12
789,75,1392,add_to_cart,2024-03-24 11:20:30.525896,2024-06-02
790,496,1679,view,2024-07-30 20:19:59.590916,2024-10-08
791,225,75,wishlist,2024-02-01 01:47:20.956737,2024-04-11
792,184,1273,view,2024-03-29 16:41:49.473174,2024-06-07
793,469,2188,view,2024-09-29 22:18:12.277380,2024-12-08
794,359,1577,review,2024-10-26 16:35:37.292436,2025-01-04
795,153,1470,view,2024-08-20 11:45:04.110896,2024-10-29
796,105,1642,wishlist,2024-08-04 12:25:54.498945,2024-10-13
797,426,2209,view,2024-08-11 14:25:18.689920,2024-10-20
798,447,1942,view,2024-10-19 03:41:51.559254,2024-12-28
799,350,494,review,2024-06-25 12:24:17.291929,2024-09-03
800,182,2406,review,2024-01-07 19:14:22.872808,2024-03-17
801,6,90,view,2024-01-20 04:35:17.649076,2024-03-30
802,33,1096,review,2024-03-07 05:01:59.635827,2024-05-16
803,107,514,view,2024-10-22 20:37:03.491473,2024-12-31
804,409,121,review,2024-04-17 03:51:28.251909,2024-06-26
805,312,1118,purchase,2024-01-10 08:22:30.094271,2024-03-20
806,432,1624,wishlist,2024-03-30 00:00:00.000000,2024-06-08
808,354,278,add_to_cart,2024-04-18 21:46:56.136719,2024-06-27
809,315,945,wishlist,2024-02-19 11:00:54.444821,2024-04-29
810,396,779,review,2024-08-15 17:37:58.641521,2024-10-24
811,211,890,view,2024-09-04 06:57:06.063775,2024-11-13
812,270,1007,add_to_cart,2024-01-14 18:50:18.660814,2024-03-24
813,282,398,view,2024-07-01 00:13:21.702050,2024-09-09
814,432,1345,wishlist,2024-07-14 21:58:35.176739,2024-09-22
815,493,1630,view,2024-07-26 03:02:56.766228,2024-10-04
816,74,1500,view,2024-01-11 23:21:06.525440,2024-03-21
817,396,2486,view,2024-07-05 07:26:35.712470,2024-09-13
818,102,559,view,2024-01-06 15:27:37.332358,2024-03-16
819,256,937,view,2024-01-08 10:57:41.035326,2024-03-18
820,248,1228,view,2024-05-28 02:48:39.708511,2024-08-06
821,413,2212,add_to_cart,2024-02-29 16:24:18.355092,2024-05-09
822,206,1932,purchase,2024-07-22 15:30:51.865733,2024-09-30
824,290,947,add_to_cart,2024-02-14 22:58:06.478939,2024-04-24
825,369,1546,purchase,2024-10-09 15:35:56.382132,2024-12-18
826,436,30,view,2024-09-17 13:27:19.099001,2024-11-26
827,386,2477,review,2024-07-05 06:20:33.879854,2024-09-13
829,187,654,view,2024-05-15 09:34:28.654801,2024-07-24
830,482,1361,wishlist,2024-08-07 05:41:32.645218,2024-10-16
831,274,291,review,2024-07-11 07:43:55.364966,2024-09-19
833,296,2467,purchase,2024-08-08 21:57:41.515655,2024-10-17
834,347,1099,add_to_cart,2024-06-22 19:33:42.244517,2024-08-31
835,378,1545,wishlist,2024-10-02 15:50:12.999086,2024-12-11
837,103,787,view,2024-01-21 07:26:28.104725,2024-03-31
838,338,1057,add_to_cart,2024-02-18 19:15:58.599337,2024-04-28
839,269,1969,view,2024-09-30 02:51:41.836752,2024-12-09
840,181,1921,wishlist,2024-05-04 14:58:58.796628,2024-07-13
841,385,2039,wishlist,2024-04-19 22:51:42.540804,2024-06-28
842,295,32,purchase,2024-07-24 00:43:29.408103,2024-10-02
843,108,2223,add_to_cart,2024-06-24 04:50:52.792843,2024-09-02
844,51,107,add_to_cart,2024-07-28 19:52:48.382307,2024-10-06
845,202,1912,view,2024-07-20 18:08:35.316146,2024-09-28
846,405,336,wishlist,2024-01-25 05:51:43.277774,2024-04-04
847,105,2251,view,2024-02-26 06:49:44.702901,2024-05-06
850,298,2219,add_to_cart,2024-09-02 15:02:34.540635,2024-11-11
851,206,1388,view,2024-03-23 08:32:22.576783,2024-06-01
852,60,2384,review,2024-02-03 01:43:18.531576,2024-04-13
853,455,14,view,2024-01-13 20:51:38.487911,2024-03-23
854,27,1074,view,2024-03-24 10:34:37.509488,2024-06-02
855,259,990,view,2024-08-31 14:34:59.074255,2024-11-09
856,250,2021,view,2024-08-24 19:41:00.590775,2024-11-02
857,86,2208,view,2024-03-04 02:45:42.079102,2024-05-13
858,367,1736,review,2024-06-22 09:07:25.820697,2024-08-31
859,275,1313,review,2024-07-14 01:59:50.636747,2024-09-22
860,451,1244,view,2024-09-01 09:56:03.847060,2024-11-10
861,21,1870,view,2024-04-15 09:13:09.020731,2024-06-24
862,82,1654,view,2024-01-20 18:40:59.328078,2024-03-30
863,276,2305,view,2024-06-22 08:43:35.111014,2024-08-31
864,235,51,add_to_cart,2024-01-15 05:15:30.836063,2024-03-25
865,221,1254,view,2024-08-19 14:07:24.017831,2024-10-28
866,431,1078,review,2024-04-02 18:38:23.398203,2024-06-11
867,423,1297,view,2024-07-25 07:44:07.064666,2024-10-03
868,92,1033,wishlist,2024-10-07 07:05:52.405392,2024-12-16
869,46,1988,view,2024-02-25 10:33:11.832151,2024-05-05
871,452,2366,view,2024-06-30 02:21:05.326313,2024-09-08
873,296,2246,review,2024-07-15 15:46:31.924943,2024-09-23
874,78,242,review,2024-04-27 06:43:16.561752,2024-07-06
875,99,2054,view,2024-10-11 17:16:51.526804,2024-12-20
876,212,1297,wishlist,2024-03-29 20:36:12.488565,2024-06-07
877,198,360,wishlist,2024-05-20 16:08:36.942394,2024-07-29
878,141,1534,wishlist,2024-05-26 13:59:08.092153,2024-08-04
879,442,2001,review,2024-06-28 15:50:57.061245,2024-09-06
880,54,2275,view,2024-04-21 10:55:29.429995,2024-06-30
881,320,811,add_to_cart,2024-07-29 07:30:53.309429,2024-10-07
882,228,852,view,2024-09-07 14:33:57.513158,2024-11-16
883,379,1607,view,2024-10-23 18:55:09.539199,2025-01-01
884,385,2161,add_to_cart,2024-02-12 00:32:30.349013,2024-04-22
885,291,1129,add_to_cart,2024-05-15 11:23:15.609173,2024-07-24
886,477,60,view,2024-03-16 21:47:00.044365,2024-05-25
887,111,2137,view,2024-05-12 05:14:24.960406,2024-07-21
888,327,900,view,2024-04-17 15:03:55.829630,2024-06-26
889,495,1970,view,2024-02-15 02:33:11.888949,2024-04-25
890,202,1047,view,2024-03-09 04:35:58.397111,2024-05-18
891,93,2357,add_to_cart,2024-01-05 22:23:51.440722,2024-03-15
892,24,376,view,2024-02-11 00:42:01.926444,2024-04-21
893,124,142,view,2024-01-22 22:43:36.219721,2024-04-01
894,260,1722,view,2024-05-13 21:06:33.588593,2024-07-22
895,293,1840,add_to_cart,2024-10-28 06:18:07.980527,2025-01-06
896,348,1602,view,2024-07-01 21:53:10.420406,2024-09-09
897,316,2430,review,2024-06-27 10:20:22.787231,2024-09-05
898,436,322,view,2024-05-20 05:00:57.273487,2024-07-29
899,232,180,view,2024-04-05 00:00:00.000000,2024-06-14
900,177,29,view,2024-01-11 07:44:52.183971,2024-03-21
901,326,2034,purchase,2024-02-10 22:47:10.711864,2024-04-20
902,187,55,view,2024-06-27 02:46:44.929399,2024-09-05
903,410,2065,view,2024-07-16 05:56:59.318346,2024-09-24
904,223,1082,wishlist,2024-02-04 18:43:42.181930,2024-04-14
