product_id,shop_id,name,color,fabric,size_range,price_LKR,product_url,created_ts,popularity_score,stock_count,seasonal_score,material_grade,category_name
176.0,38.0,Fashion Item 175,Red,Rayon,XS-L,4216.23,https://shop.lk/product/175,2024-10-26T00:00:00,0.305,51.0,Medium,Premium,T-Shirts
177.0,44.0,Fashion Item 176,Grey,Wool,M-XXL,7589.19,https://shop.lk/product/176,2023-09-11T00:00:00,0.88,19.0,High,Premium,Dresses
178.0,43.0,Fashion Item 177,Red,Linen,S-L,3903.52,https://shop.lk/product/177,2023-07-06T00:00:00,0.02,20.0,Low,C,Skirts
179.0,35.0,Fashion Item 178,Black,Silk,S-L,7869.87,https://shop.lk/product/178,2023-02-12T00:00:00,0.821,296.0,Medium,Standard,Shirts
180.0,15.0,Fashion Item 179,Pink,Cotton,M-XL,5133.43,https://shop.lk/product/179,2025-03-25T00:00:00,0.257,25.0,Medium,Premium,Jeans
181.0,46.0,Fashion Item 180,Grey,Rayon,XS-L,5899.97,https://shop.lk/product/180,2023-10-10T00:00:00,0.073,68.0,High,A,T-Shirts
182.0,47.0,Fashion Item 181,Red,Denim,S-L,3551.02,https://shop.lk/product/181,2023-09-21T00:00:00,0.265,259.0,Medium,A,Shorts
183.0,23.0,Fashion Item 182,White,Cotton,XS-L,5540.02,https://shop.lk/product/182,2025-02-04T00:00:00,0.742,166.0,Medium,C,Jackets
184.0,39.0,Fashion Item 183,Green,Denim,M-XL,6433.71,https://shop.lk/product/183,2023-03-28T00:00:00,0.334,213.0,Medium,Standard,Jeans
185.0,41.0,Fashion Item 184,Green,Polyester,S-XL,4234.57,https://shop.lk/product/184,2024-03-29T00:00:00,0.988,25.0,Low,B,Dresses
186.0,7.0,Fashion Item 185,Green,Rayon,M-XXL,2746.67,https://shop.lk/product/185,2024-12-13T00:00:00,0.75,219.0,High,C,Jackets
187.0,2.0,Fashion Item 186,Beige,Wool,S-L,2168.92,https://shop.lk/product/186,2023-06-15T00:00:00,0.746,84.0,High,Standard,T-Shirts
188.0,25.0,Fashion Item 187,Red,Rayon,M-XXL,2209.21,https://shop.lk/product/187,2024-06-27T00:00:00,0.605,90.0,Medium,Standard,Shorts
189.0,28.0,Fashion Item 188,White,Rayon,M-XL,2440.23,https://shop.lk/product/188,2023-06-12T00:00:00,0.6,189.0,Medium,C,T-Shirts
190.0,3.0,Fashion Item 189,Pink,Silk,M-XL,2129.97,https://shop.lk/product/189,2023-01-11T00:00:00,0.356,54.0,Medium,Premium,Jeans
191.0,21.0,Fashion Item 190,White,Cotton,M-XL,4896.95,https://shop.lk/product/190,2023-12-04T00:00:00,0.97,36.0,Low,Standard,Jeans
192.0,1.0,Fashion Item 191,Grey,Cotton,XS-L,6335.01,https://shop.lk/product/191,2025-02-12T00:00:00,0.838,93.0,Low,C,Shorts
193.0,21.0,Fashion Item 192,Green,Denim,M-XL,6946.55,https://shop.lk/product/192,2023-10-12T00:00:00,0.284,217.0,Low,C,Jeans
194.0,40.0,Fashion Item 193,Black,Silk,M-XL,4884.49,https://shop.lk/product/193,2025-05-15T00:00:00,0.247,40.0,High,Premium,Dresses
195.0,8.0,Fashion Item 194,Yellow,Polyester,S-XL,2724.63,https://shop.lk/product/194,2024-05-18T00:00:00,0.166,39.0,High,B,Shirts
196.0,25.0,Fashion Item 195,Blue,Silk,M-XL,6174.12,https://shop.lk/product/195,2024-02-21T00:00:00,0.922,285.0,Medium,C,Shirts
197.0,18.0,Fashion Item 196,Beige,Cotton,XS-L,7911.06,https://shop.lk/product/196,2024-04-24T00:00:00,0.743,294.0,Low,C,Dresses
198.0,36.0,Fashion Item 197,Pink,Linen,S-L,6716.54,https://shop.lk/product/197,2023-01-24T00:00:00,0.428,268.0,High,C,Shorts
199.0,7.0,Fashion Item 198,Beige,Polyester,S-XL,4396.82,https://shop.lk/product/198,2023-01-09T00:00:00,0.83,298.0,High,B,Skirts
200.0,22.0,Fashion Item 199,White,Silk,XS-L,5936.33,https://shop.lk/product/199,2025-06-06T00:00:00,0.089,35.0,High,B,Shorts
201.0,22.0,Fashion Item 200,Blue,Linen,S-L,7383.63,https://shop.lk/product/200,2023-04-17T00:00:00,0.81,26.0,Low,B,Dresses
202.0,8.0,Fashion Item 201,Pink,Polyester,XS-L,4845.15,https://shop.lk/product/201,2023-02-27T00:00:00,0.806,47.0,High,C,Dresses
203.0,15.0,Fashion Item 202,Green,Denim,S-XL,7363.01,https://shop.lk/product/202,2025-05-19T00:00:00,0.677,67.0,Medium,C,Shirts
204.0,45.0,Fashion Item 203,Pink,Polyester,S-L,2142.65,https://shop.lk/product/203,2025-03-12T00:00:00,0.62,25.0,High,C,T-Shirts
205.0,8.0,Fashion Item 204,Black,Silk,S-XL,2427.82,https://shop.lk/product/204,2023-05-09T00:00:00,0.416,1.0,Medium,Premium,T-Shirts
206.0,23.0,Fashion Item 205,Grey,Denim,S-L,6706.29,https://shop.lk/product/205,2023-04-13T00:00:00,0.557,12.0,Low,Premium,T-Shirts
207.0,28.0,Fashion Item 206,Yellow,Rayon,XS-L,3052.02,https://shop.lk/product/206,2024-07-03T00:00:00,0.648,216.0,Low,A,Shirts
208.0,20.0,Fashion Item 207,Black,Wool,M-XXL,2623.46,https://shop.lk/product/207,2025-02-07T00:00:00,0.406,218.0,Low,Standard,Dresses
209.0,33.0,Fashion Item 208,White,Polyester,XS-L,4161.1,https://shop.lk/product/208,2024-09-24T00:00:00,0.469,176.0,Low,B,Shirts
210.0,7.0,Fashion Item 209,Blue,Denim,S-XL,6390.67,https://shop.lk/product/209,2023-05-01T00:00:00,0.628,203.0,Low,Premium,Jeans
211.0,38.0,Fashion Item 210,Blue,Polyester,S-XL,6591.29,https://shop.lk/product/210,2025-03-01T00:00:00,0.483,231.0,High,C,Jackets
212.0,48.0,Fashion Item 211,Yellow,Rayon,M-XXL,2895.02,https://shop.lk/product/211,2023-08-25T00:00:00,0.705,78.0,Medium,B,Shirts
213.0,16.0,Fashion Item 212,Green,Polyester,M-XL,6668.92,https://shop.lk/product/212,2024-06-23T00:00:00,0.911,122.0,High,Standard,Jackets
214.0,49.0,Fashion Item 213,Yellow,Denim,XS-L,4292.64,https://shop.lk/product/213,2024-06-30T00:00:00,0.45,264.0,Medium,Premium,Skirts
215.0,33.0,Fashion Item 214,Pink,Cotton,S-L,2669.24,https://shop.lk/product/214,2025-03-24T00:00:00,0.233,105.0,Low,C,Jeans
216.0,25.0,Fashion Item 215,White,Silk,M-XXL,7797.9,https://shop.lk/product/215,2023-12-17T00:00:00,0.969,194.0,Medium,Standard,T-Shirts
217.0,37.0,Fashion Item 216,Grey,Polyester,XS-L,2381.97,https://shop.lk/product/216,2025-02-06T00:00:00,0.524,202.0,High,B,Jeans
218.0,25.0,Fashion Item 217,Pink,Cotton,M-XL,3371.27,https://shop.lk/product/217,2023-05-20T00:00:00,0.438,133.0,Low,C,Shirts
219.0,45.0,Fashion Item 218,Yellow,Cotton,S-XL,3329.66,https://shop.lk/product/218,2024-03-06T00:00:00,0.993,215.0,High,Premium,Skirts
220.0,4.0,Fashion Item 219,Yellow,Polyester,XS-L,6889.79,https://shop.lk/product/219,2024-02-03T00:00:00,0.486,218.0,High,Standard,Jackets
221.0,45.0,Fashion Item 220,Green,Linen,S-L,4593.64,https://shop.lk/product/220,2023-06-13T00:00:00,0.918,191.0,High,A,Jeans
222.0,35.0,Fashion Item 221,White,Rayon,M-XXL,4755.69,https://shop.lk/product/221,2023-05-30T00:00:00,0.2,33.0,Medium,A,Shirts
223.0,12.0,Fashion Item 222,Pink,Denim,S-XL,6774.08,https://shop.lk/product/222,2025-03-21T00:00:00,0.822,288.0,High,B,Shorts
224.0,33.0,Fashion Item 223,Pink,Denim,M-XXL,3305.54,https://shop.lk/product/223,2025-03-30T00:00:00,0.31,31.0,Medium,Standard,Jackets
225.0,39.0,Fashion Item 224,Black,Rayon,M-XXL,2140.86,https://shop.lk/product/224,2025-02-11T00:00:00,0.516,155.0,Low,C,Shorts
226.0,3.0,Fashion Item 225,Yellow,Cotton,S-XL,5176.39,https://shop.lk/product/225,2023-02-22T00:00:00,0.62,86.0,High,B,Dresses
227.0,16.0,Fashion Item 226,Blue,Linen,M-XXL,4771.99,https://shop.lk/product/226,2023-03-08T00:00:00,0.267,35.0,Medium,A,Dresses
228.0,31.0,Fashion Item 227,Blue,Rayon,S-XL,4548.05,https://shop.lk/product/227,2024-05-12T00:00:00,0.631,219.0,Medium,A,Jackets
229.0,15.0,Fashion Item 228,Red,Denim,XS-L,5912.4,https://shop.lk/product/228,2024-12-07T00:00:00,0.779,91.0,Medium,Standard,Shorts
230.0,4.0,Fashion Item 229,White,Wool,M-XXL,7074.78,https://shop.lk/product/229,2024-08-19T00:00:00,0.517,126.0,Medium,A,Shirts
231.0,25.0,Fashion Item 230,Pink,Silk,S-L,2493.14,https://shop.lk/product/230,2024-01-31T00:00:00,0.655,114.0,High,B,Jackets
232.0,37.0,Fashion Item 231,Beige,Cotton,M-XL,2410.33,https://shop.lk/product/231,2023-01-17T00:00:00,0.584,110.0,Low,Premium,Dresses
233.0,37.0,Fashion Item 232,Black,Polyester,S-XL,5102.21,https://shop.lk/product/232,2024-10-10T00:00:00,0.562,193.0,Low,C,Jackets
234.0,9.0,Fashion Item 233,Blue,Wool,XS-L,3072.86,https://shop.lk/product/233,2025-02-23T00:00:00,0.303,78.0,Low,A,Skirts
235.0,33.0,Fashion Item 234,Pink,Polyester,M-XXL,5888.44,https://shop.lk/product/234,2025-06-09T00:00:00,0.409,31.0,Medium,C,Skirts
236.0,24.0,Fashion Item 235,Beige,Polyester,M-XL,6584.39,https://shop.lk/product/235,2024-08-01T00:00:00,0.567,269.0,High,A,T-Shirts
237.0,36.0,Fashion Item 236,Beige,Denim,S-XL,2388.29,https://shop.lk/product/236,2023-07-05T00:00:00,0.104,296.0,Medium,Premium,Jackets
238.0,23.0,Fashion Item 237,White,Wool,M-XXL,3539.62,https://shop.lk/product/237,2024-09-05T00:00:00,0.639,87.0,High,Standard,T-Shirts
239.0,14.0,Fashion Item 238,Blue,Silk,XS-L,6402.12,https://shop.lk/product/238,2025-01-25T00:00:00,0.857,51.0,High,B,T-Shirts
240.0,3.0,Fashion Item 239,Yellow,Polyester,M-XL,4841.59,https://shop.lk/product/239,2024-12-13T00:00:00,0.519,116.0,Low,C,Dresses
241.0,3.0,Fashion Item 240,Green,Rayon,M-XXL,2157.14,https://shop.lk/product/240,2023-04-29T00:00:00,0.336,109.0,Low,B,Skirts
242.0,5.0,Fashion Item 241,Red,Silk,XS-L,7698.84,https://shop.lk/product/241,2025-05-12T00:00:00,0.551,208.0,Medium,Standard,Shorts
243.0,17.0,Fashion Item 242,Pink,Rayon,S-L,3750.61,https://shop.lk/product/242,2023-04-15T00:00:00,0.187,66.0,Medium,C,Jackets
244.0,44.0,Fashion Item 243,Yellow,Polyester,S-XL,4174.75,https://shop.lk/product/243,2024-02-18T00:00:00,0.17,295.0,High,C,Skirts
245.0,23.0,Fashion Item 244,White,Polyester,S-XL,7511.44,https://shop.lk/product/244,2023-04-30T00:00:00,0.74,251.0,Medium,Premium,Shirts
246.0,32.0,Fashion Item 245,Pink,Silk,S-L,2410.2,https://shop.lk/product/245,2023-08-03T00:00:00,0.472,62.0,High,C,Skirts
247.0,30.0,Fashion Item 246,Beige,Silk,S-XL,4312.26,https://shop.lk/product/246,2023-11-10T00:00:00,0.592,297.0,Low,Premium,Jackets
248.0,3.0,Fashion Item 247,Blue,Linen,S-XL,7343.31,https://shop.lk/product/247,2024-11-11T00:00:00,0.484,203.0,Low,B,T-Shirts
249.0,28.0,Fashion Item 248,Green,Silk,XS-L,5601.85,https://shop.lk/product/248,2023-09-05T00:00:00,0.988,256.0,Low,C,Skirts
250.0,13.0,Fashion Item 249,Black,Cotton,XS-L,6990.8,https://shop.lk/product/249,2024-05-14T00:00:00,0.315,99.0,Low,B,Jackets
251.0,32.0,Fashion Item 250,Red,Polyester,XS-L,5262.64,https://shop.lk/product/250,2024-05-09T00:00:00,0.098,28.0,Low,B,Shorts
252.0,5.0,Fashion Item 251,Green,Silk,S-XL,3741.35,https://shop.lk/product/251,2025-03-31T00:00:00,0.396,259.0,Medium,Standard,Dresses
253.0,15.0,Fashion Item 252,Pink,Cotton,S-L,2794.41,https://shop.lk/product/252,2023-05-26T00:00:00,0.724,76.0,Low,C,Jeans
254.0,9.0,Fashion Item 253,Pink,Rayon,M-XL,4864.03,https://shop.lk/product/253,2023-03-09T00:00:00,0.538,40.0,Medium,B,Jeans
255.0,35.0,Fashion Item 254,Beige,Rayon,M-XL,7675.83,https://shop.lk/product/254,2025-04-02T00:00:00,0.659,298.0,High,B,Shorts
256.0,23.0,Fashion Item 255,Beige,Rayon,S-XL,2148.15,https://shop.lk/product/255,2024-11-04T00:00:00,0.272,283.0,Low,Standard,T-Shirts
257.0,10.0,Fashion Item 256,Grey,Cotton,M-XL,2547.5,https://shop.lk/product/256,2025-04-04T00:00:00,0.424,285.0,Medium,Premium,Dresses
258.0,23.0,Fashion Item 257,Pink,Polyester,S-L,2337.95,https://shop.lk/product/257,2025-06-04T00:00:00,0.808,248.0,Medium,Premium,T-Shirts
259.0,2.0,Fashion Item 258,White,Denim,M-XXL,3733.5,https://shop.lk/product/258,2024-11-16T00:00:00,0.653,269.0,High,B,Skirts
260.0,21.0,Fashion Item 259,Black,Linen,M-XXL,6110.88,https://shop.lk/product/259,2025-05-04T00:00:00,0.101,285.0,Medium,B,Shorts
261.0,1.0,Fashion Item 260,Beige,Polyester,M-XXL,5288.91,https://shop.lk/product/260,2024-08-08T00:00:00,0.514,28.0,High,Standard,Dresses
262.0,32.0,Fashion Item 261,Beige,Polyester,S-L,5847.19,https://shop.lk/product/261,2024-09-17T00:00:00,0.403,77.0,High,A,Skirts
263.0,2.0,Fashion Item 262,Beige,Rayon,S-XL,4903.6,https://shop.lk/product/262,2023-09-30T00:00:00,0.328,240.0,High,A,Jackets
264.0,44.0,Fashion Item 263,Green,Polyester,S-L,6742.99,https://shop.lk/product/263,2023-05-08T00:00:00,0.069,259.0,High,Standard,Jackets
265.0,41.0,Fashion Item 264,White,Silk,M-XXL,4975.41,https://shop.lk/product/264,2024-08-09T00:00:00,0.319,172.0,Medium,C,Shorts
266.0,28.0,Fashion Item 265,Yellow,Linen,S-L,6646.61,https://shop.lk/product/265,2024-08-19T00:00:00,0.888,212.0,High,Premium,T-Shirts
267.0,30.0,Fashion Item 266,White,Wool,S-L,3379.11,https://shop.lk/product/266,2024-02-09T00:00:00,0.777,10.0,High,Standard,Shirts
268.0,8.0,Fashion Item 267,Black,Cotton,XS-L,6575.37,https://shop.lk/product/267,2023-09-17T00:00:00,0.707,50.0,High,C,Shorts
269.0,1.0,Fashion Item 268,Green,Silk,S-XL,6823.75,https://shop.lk/product/268,2024-05-22T00:00:00,0.646,86.0,Medium,B,T-Shirts
270.0,17.0,Fashion Item 269,Yellow,Rayon,S-XL,3185.97,https://shop.lk/product/269,2023-10-19T00:00:00,0.452,93.0,High,C,Jackets
271.0,47.0,Fashion Item 270,Green,Rayon,S-L,6815.86,https://shop.lk/product/270,2024-10-03T00:00:00,0.06,154.0,High,Standard,Skirts
272.0,39.0,Fashion Item 271,Grey,Denim,S-L,3242.73,https://shop.lk/product/271,2023-01-10T00:00:00,0.128,69.0,Low,Standard,Shorts
273.0,21.0,Fashion Item 272,Blue,Denim,M-XL,6006.45,https://shop.lk/product/272,2024-10-01T00:00:00,0.781,61.0,Medium,Standard,Shirts
274.0,7.0,Fashion Item 273,Black,Polyester,S-XL,6030.86,https://shop.lk/product/273,2023-10-02T00:00:00,0.09,234.0,Medium,B,Shirts
275.0,33.0,Fashion Item 274,Grey,Denim,S-L,5635.75,https://shop.lk/product/274,2023-08-24T00:00:00,0.938,167.0,High,B,Shorts
276.0,33.0,Fashion Item 275,Blue,Polyester,S-L,5589.55,https://shop.lk/product/275,2024-12-17T00:00:00,0.371,287.0,Low,A,T-Shirts
277.0,32.0,Fashion Item 276,Grey,Silk,S-L,7326.2,https://shop.lk/product/276,2023-10-15T00:00:00,0.991,220.0,High,B,Jeans
278.0,32.0,Fashion Item 277,Yellow,Wool,S-L,5068.6,https://shop.lk/product/277,2023-10-24T00:00:00,0.07,71.0,Low,A,Dresses
279.0,25.0,Fashion Item 278,Red,Silk,M-XXL,4415.18,https://shop.lk/product/278,2024-09-14T00:00:00,0.647,153.0,Low,Premium,Shorts
280.0,42.0,Fashion Item 279,Red,Silk,S-XL,7746.14,https://shop.lk/product/279,2024-06-22T00:00:00,0.113,8.0,High,Standard,Shorts
281.0,44.0,Fashion Item 280,Beige,Denim,S-XL,7272.47,https://shop.lk/product/280,2024-10-12T00:00:00,0.353,247.0,Low,B,Shorts
282.0,48.0,Fashion Item 281,Blue,Rayon,M-XXL,5398.68,https://shop.lk/product/281,2024-08-16T00:00:00,0.194,293.0,High,B,Shorts
283.0,24.0,Fashion Item 282,Pink,Cotton,S-L,6543.3,https://shop.lk/product/282,2023-07-12T00:00:00,0.482,177.0,Low,Standard,T-Shirts
284.0,3.0,Fashion Item 283,Beige,Polyester,M-XL,5970.76,https://shop.lk/product/283,2024-08-25T00:00:00,0.309,17.0,High,A,T-Shirts
285.0,24.0,Fashion Item 284,Beige,Cotton,XS-L,2467.83,https://shop.lk/product/284,2024-10-17T00:00:00,0.978,25.0,Low,Premium,Skirts
286.0,3.0,Fashion Item 285,Beige,Rayon,XS-L,3931.31,https://shop.lk/product/285,2023-02-21T00:00:00,0.401,285.0,Medium,Premium,Shorts
287.0,25.0,Fashion Item 286,Yellow,Linen,S-XL,7858.53,https://shop.lk/product/286,2023-04-18T00:00:00,0.545,123.0,Low,A,Shirts
288.0,18.0,Fashion Item 287,White,Rayon,S-XL,7822.61,https://shop.lk/product/287,2024-08-08T00:00:00,0.941,160.0,High,Standard,T-Shirts
289.0,14.0,Fashion Item 288,Yellow,Rayon,XS-L,2341.15,https://shop.lk/product/288,2025-01-26T00:00:00,0.21,58.0,Medium,B,Shirts
290.0,12.0,Fashion Item 289,Grey,Rayon,M-XXL,6120.84,https://shop.lk/product/289,2024-01-27T00:00:00,0.347,270.0,Medium,Premium,Shirts
291.0,33.0,Fashion Item 290,Pink,Cotton,S-XL,4136.69,https://shop.lk/product/290,2024-01-14T00:00:00,0.523,192.0,Low,A,Dresses
292.0,41.0,Fashion Item 291,Red,Linen,M-XXL,2344.22,https://shop.lk/product/291,2024-01-02T00:00:00,0.728,115.0,Medium,Standard,Shorts
293.0,49.0,Fashion Item 292,Yellow,Wool,M-XL,5094.31,https://shop.lk/product/292,2024-02-12T00:00:00,0.804,196.0,High,B,Skirts
294.0,30.0,Fashion Item 293,Pink,Linen,XS-L,6615.3,https://shop.lk/product/293,2024-08-14T00:00:00,0.054,77.0,Low,Premium,Skirts
295.0,10.0,Fashion Item 294,Blue,Cotton,S-L,7743.8,https://shop.lk/product/294,2024-12-23T00:00:00,0.432,121.0,Low,Standard,Dresses
296.0,24.0,Fashion Item 295,Pink,Denim,XS-L,6439.73,https://shop.lk/product/295,2024-10-23T00:00:00,0.752,244.0,Low,C,Shirts
297.0,47.0,Fashion Item 296,Yellow,Polyester,S-XL,7648.35,https://shop.lk/product/296,2025-04-07T00:00:00,0.844,159.0,High,B,Dresses
298.0,5.0,Fashion Item 297,Yellow,Denim,S-XL,5557.71,https://shop.lk/product/297,2025-01-01T00:00:00,0.234,128.0,High,A,Jackets
299.0,48.0,Fashion Item 298,Grey,Wool,M-XXL,3378.54,https://shop.lk/product/298,2025-03-08T00:00:00,0.401,153.0,Medium,B,T-Shirts
300.0,37.0,Fashion Item 299,Green,Rayon,S-L,6525.64,https://shop.lk/product/299,2024-11-29T00:00:00,0.158,127.0,Low,Premium,Jeans
301.0,23.0,Fashion Item 300,White,Wool,S-XL,6935.02,https://shop.lk/product/300,2025-03-29T00:00:00,0.448,203.0,Low,Standard,T-Shirts
302.0,3.0,Fashion Item 301,Pink,Polyester,S-L,3473.42,https://shop.lk/product/301,2023-10-03T00:00:00,0.229,94.0,Medium,Premium,T-Shirts
303.0,45.0,Fashion Item 302,Grey,Silk,M-XXL,3180.74,https://shop.lk/product/302,2023-08-22T00:00:00,0.249,272.0,Medium,Standard,Shorts
304.0,31.0,Fashion Item 303,Beige,Polyester,S-L,3424.97,https://shop.lk/product/303,2023-04-05T00:00:00,0.504,139.0,Low,B,T-Shirts
305.0,11.0,Fashion Item 304,Grey,Polyester,S-XL,5974.93,https://shop.lk/product/304,2023-03-15T00:00:00,0.694,193.0,Medium,C,Jackets
306.0,29.0,Fashion Item 305,White,Denim,S-L,6276.06,https://shop.lk/product/305,2023-05-03T00:00:00,0.802,270.0,Low,Premium,Dresses
307.0,3.0,Fashion Item 306,Red,Rayon,M-XXL,7515.21,https://shop.lk/product/306,2024-07-19T00:00:00,0.388,133.0,Medium,A,Skirts
308.0,26.0,Fashion Item 307,Red,Rayon,S-L,3863.19,https://shop.lk/product/307,2023-09-01T00:00:00,0.244,104.0,Medium,B,Dresses
309.0,11.0,Fashion Item 308,White,Linen,S-XL,5056.61,https://shop.lk/product/308,2023-12-03T00:00:00,0.292,139.0,High,Premium,T-Shirts
310.0,37.0,Fashion Item 309,Black,Silk,M-XL,3930.37,https://shop.lk/product/309,2023-10-10T00:00:00,0.692,194.0,High,C,Jackets
311.0,6.0,Fashion Item 310,Beige,Denim,XS-L,3500.42,https://shop.lk/product/310,2023-09-26T00:00:00,0.744,272.0,Medium,C,Shorts
312.0,46.0,Fashion Item 311,Red,Linen,S-L,6517.07,https://shop.lk/product/311,2023-10-08T00:00:00,0.094,14.0,Medium,A,Jackets
313.0,21.0,Fashion Item 312,Beige,Polyester,M-XL,2607.59,https://shop.lk/product/312,2025-05-30T00:00:00,0.84,108.0,Low,B,Skirts
314.0,31.0,Fashion Item 313,White,Silk,S-XL,2092.18,https://shop.lk/product/313,2025-04-23T00:00:00,0.774,159.0,Low,A,Jeans
315.0,35.0,Fashion Item 314,Green,Linen,S-XL,5959.15,https://shop.lk/product/314,2025-04-09T00:00:00,0.183,273.0,Medium,Premium,Skirts
316.0,46.0,Fashion Item 315,White,Silk,S-L,7803.67,https://shop.lk/product/315,2024-12-27T00:00:00,0.25,93.0,Low,Premium,Shorts
317.0,4.0,Fashion Item 316,Black,Rayon,S-XL,3099.85,https://shop.lk/product/316,2025-06-05T00:00:00,0.608,101.0,Medium,C,Shorts
318.0,32.0,Fashion Item 317,Yellow,Linen,XS-L,2357.76,https://shop.lk/product/317,2023-08-28T00:00:00,0.731,86.0,Medium,Premium,Shorts
319.0,5.0,Fashion Item 318,Green,Denim,M-XL,3696.42,https://shop.lk/product/318,2023-05-23T00:00:00,0.17,204.0,Low,A,Skirts
320.0,31.0,Fashion Item 319,Grey,Cotton,S-L,5845.38,https://shop.lk/product/319,2023-10-09T00:00:00,0.468,167.0,High,Standard,T-Shirts
321.0,44.0,Fashion Item 320,Green,Wool,M-XL,4603.72,https://shop.lk/product/320,2023-12-26T00:00:00,0.322,94.0,High,C,Shirts
322.0,28.0,Fashion Item 321,Yellow,Wool,S-L,5008.03,https://shop.lk/product/321,2025-01-04T00:00:00,0.286,286.0,Low,Premium,Dresses
323.0,31.0,Fashion Item 322,Blue,Polyester,S-XL,2755.0,https://shop.lk/product/322,2024-01-27T00:00:00,0.218,235.0,Low,Standard,Dresses
324.0,48.0,Fashion Item 323,Red,Linen,S-L,4114.8,https://shop.lk/product/323,2023-05-01T00:00:00,0.295,167.0,High,Standard,Jeans
325.0,5.0,Fashion Item 324,Beige,Linen,M-XL,3266.31,https://shop.lk/product/324,2025-01-02T00:00:00,0.373,29.0,Low,B,Dresses
326.0,35.0,Fashion Item 325,White,Linen,S-L,3324.08,https://shop.lk/product/325,2025-03-05T00:00:00,0.909,14.0,Medium,Premium,T-Shirts
327.0,30.0,Fashion Item 326,Black,Wool,XS-L,6123.55,https://shop.lk/product/326,2024-08-03T00:00:00,0.691,256.0,Medium,Premium,Shirts
328.0,22.0,Fashion Item 327,Beige,Linen,S-XL,6144.78,https://shop.lk/product/327,2025-03-24T00:00:00,0.658,84.0,High,A,Shorts
329.0,48.0,Fashion Item 328,Beige,Wool,M-XXL,5959.28,https://shop.lk/product/328,2025-05-05T00:00:00,0.818,248.0,Low,C,Shirts
330.0,14.0,Fashion Item 329,Yellow,Rayon,S-L,7907.61,https://shop.lk/product/329,2023-10-26T00:00:00,0.573,201.0,High,Premium,Jeans
331.0,4.0,Fashion Item 330,Pink,Rayon,XS-L,5775.56,https://shop.lk/product/330,2023-09-09T00:00:00,0.997,42.0,Medium,A,Jeans
332.0,38.0,Fashion Item 331,White,Cotton,XS-L,3515.56,https://shop.lk/product/331,2024-07-18T00:00:00,0.183,86.0,High,B,Skirts
333.0,13.0,Fashion Item 332,Blue,Cotton,M-XXL,5129.43,https://shop.lk/product/332,2023-05-22T00:00:00,0.161,170.0,Low,C,T-Shirts
334.0,49.0,Fashion Item 333,Green,Polyester,XS-L,7603.34,https://shop.lk/product/333,2024-03-30T00:00:00,0.398,76.0,Low,A,Skirts
335.0,1.0,Fashion Item 334,White,Silk,XS-L,3964.91,https://shop.lk/product/334,2023-04-03T00:00:00,0.568,196.0,Medium,C,Shirts
336.0,40.0,Fashion Item 335,Red,Rayon,M-XXL,5520.47,https://shop.lk/product/335,2024-06-30T00:00:00,0.821,146.0,Medium,Premium,Skirts
337.0,36.0,Fashion Item 336,White,Linen,M-XXL,5626.0,https://shop.lk/product/336,2023-05-31T00:00:00,0.632,227.0,High,Premium,Skirts
338.0,28.0,Fashion Item 337,Pink,Silk,S-L,7224.03,https://shop.lk/product/337,2024-07-21T00:00:00,0.455,296.0,Low,C,Shirts
339.0,5.0,Fashion Item 338,Red,Rayon,M-XXL,7911.9,https://shop.lk/product/338,2025-06-16T00:00:00,0.144,60.0,Low,Standard,Shirts
340.0,9.0,Fashion Item 339,Black,Wool,S-XL,6904.34,https://shop.lk/product/339,2024-07-11T00:00:00,0.097,279.0,High,Standard,Dresses
341.0,22.0,Fashion Item 340,Grey,Silk,S-L,5420.88,https://shop.lk/product/340,2023-04-21T00:00:00,0.394,136.0,Low,Standard,Shirts
342.0,49.0,Fashion Item 341,Yellow,Silk,M-XXL,2275.75,https://shop.lk/product/341,2023-12-13T00:00:00,0.547,111.0,Low,Standard,Jeans
343.0,12.0,Fashion Item 342,Green,Cotton,S-L,4511.64,https://shop.lk/product/342,2024-03-25T00:00:00,0.893,142.0,Low,C,T-Shirts
344.0,3.0,Fashion Item 343,Red,Wool,S-XL,6488.47,https://shop.lk/product/343,2023-06-13T00:00:00,0.365,154.0,High,Standard,Dresses
345.0,47.0,Fashion Item 344,White,Cotton,S-L,2520.21,https://shop.lk/product/344,2023-07-01T00:00:00,0.895,264.0,High,Premium,Jeans
346.0,29.0,Fashion Item 345,Green,Rayon,M-XL,6406.97,https://shop.lk/product/345,2024-06-09T00:00:00,0.914,42.0,Low,C,Jackets
347.0,16.0,Fashion Item 346,Grey,Cotton,S-L,5105.57,https://shop.lk/product/346,2023-06-13T00:00:00,0.097,171.0,High,A,Shorts
348.0,1.0,Fashion Item 347,Yellow,Denim,S-XL,6993.43,https://shop.lk/product/347,2023-03-25T00:00:00,0.846,88.0,Medium,Premium,Shorts
349.0,3.0,Fashion Item 348,Blue,Cotton,M-XXL,2487.72,https://shop.lk/product/348,2024-09-18T00:00:00,0.04,283.0,Low,C,Shirts
350.0,30.0,Fashion Item 349,Red,Polyester,XS-L,2206.79,https://shop.lk/product/349,2023-08-15T00:00:00,0.067,5.0,Medium,Standard,Shorts
351.0,18.0,Fashion Item 350,Yellow,Denim,S-L,3559.0,https://shop.lk/product/350,2023-10-04T00:00:00,0.638,223.0,Medium,Standard,T-Shirts
