trend_id,trend_name,trend_category,trend_score,week,year,emerging_designers,trend_tags,_ingestion_ts,_source_file,_ingestion_date
151.0,Earth Tones,Style Trend,3.502214251,29.0,2024.0,"Designer_10, Designer_36, Designer_31","Bamboo, Minimalist, Velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
152.0,Monochrome,Style Trend,4.690919656,29.0,2024.0,"Designer_43, Designer_5","Cotton, Velvet, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
153.0,Modal,Style Trend,3.855748079,30.0,2024.0,Designer_12,"Y2K, Bamboo, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
154.0,Oversized,Style Trend,3.017219783,30.0,2024.0,Designer_1,"Y2K, Bamboo, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
155.0,Oversized,Seasonal Trend,3.087612936,30.0,2024.0,"Designer_13, Designer_22","Vintage, Y2K, Oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
156.0,Y2K,Seasonal Trend,4.658751308,30.0,2024.0,Designer_20,"Velvet, Minimalist, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
157.0,Cotton,Fabric Trend,1.556333378,31.0,2024.0,Designer_24,"Pastel, Oversized, Y2K",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
158.0,Minimalist,Color Trend,3.0269717,31.0,2024.0,"Designer_13, Designer_37, Designer_38","Cotton, Eco-Friendly, Vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
159.0,Oversized,Category Trend,2.847258595,31.0,2024.0,"Designer_11, Designer_46, Designer_8","Velvet, Pastel, Oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
160.0,Bamboo,Seasonal Trend,4.939250913,32.0,2024.0,Designer_30,"Cotton, Bamboo, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
161.0,Minimalist,Seasonal Trend,1.83381273,32.0,2024.0,"Designer_26, Designer_18, Designer_32","Eco-Friendly, Earth Tones, Cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
162.0,Oversized,Style Trend,3.003978083,32.0,2024.0,Designer_38,"Pastel, Velvet, Eco-Friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
163.0,Velvet,Style Trend,4.817725826,32.0,2024.0,Designer_30,"Leather, Bold Colors, Modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
164.0,Monochrome,Color Trend,3.088678154,33.0,2024.0,Designer_22,"Minimalist, Velvet, Cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
165.0,Minimalist,Color Trend,0.750165715,33.0,2024.0,"Designer_47, Designer_21, Designer_26","Eco-Friendly, Pastel, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
166.0,Bamboo,Color Trend,3.403595566,33.0,2024.0,"Designer_28, Designer_27, Designer_38",,2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
167.0,Earth Tones,Fabric Trend,2.444931522,33.0,2024.0,"Designer_24, Designer_35, Designer_23","Y2K, Pastel, Minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
168.0,Monochrome,Fabric Trend,4.158420921,33.0,2024.0,Designer_1,"Minimalist, Velvet, Y2K",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
169.0,Bold Colors,Style Trend,,33.0,2024.0,"Designer_49, Designer_46","Cotton, Leather, Vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
170.0,Earth Tones,Color Trend,3.073164492,33.0,2024.0,"Designer_37, Designer_3, Designer_24","Leather, Y2K, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
171.0,Cotton,Fabric Trend,2.559390075,34.0,2024.0,Designer_44,"Leather, Eco-Friendly, Modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
172.0,Leather,Fabric Trend,2.178288751,34.0,2024.0,Designer_17,"Modal, Leather, Vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
173.0,Stripes,Seasonal Trend,3.417390515,34.0,2024.0,"Designer_7, Designer_47, Designer_2","Leather, Vintage, Velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
174.0,Bold Colors,Category Trend,1.913876391,34.0,2024.0,Designer_14,"Earth Tones, Minimalist, Velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
175.0,Eco-Friendly,Category Trend,2.617472859,34.0,2024.0,Designer_11,"Velvet, Vintage, Monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
176.0,Pastel,Fabric Trend,1.149286707,34.0,2024.0,"Designer_40, Designer_29","Cotton, Velvet, Minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
177.0,Bamboo,Style Trend,4.810425507,35.0,2024.0,"Designer_31, Designer_44, Designer_26","Pastel, Stripes, Velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
178.0,Vintage,Color Trend,3.259775168,35.0,2024.0,"Designer_20, Designer_36, Designer_5","Bamboo, Modal, Minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
179.0,Leather,Fabric Trend,1.643060588,35.0,2024.0,Designer_31,"Leather, Bold Colors, Eco-Friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
180.0,Velvet,Style Trend,1.34580973,35.0,2024.0,"Designer_38, Designer_44, Designer_25","Monochrome, Eco-Friendly, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
181.0,Minimalist,Seasonal Trend,2.955803388,35.0,2024.0,Designer_44,"Stripes, Minimalist, Cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
182.0,Earth Tones,Color Trend,0.778422222,,2024.0,"Designer_2, Designer_18, Designer_39","Pastel, Bamboo, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
183.0,Leather,Category Trend,2.18390334,36.0,2024.0,Designer_38,"Cotton, Monochrome, Pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
184.0,Monochrome,Fabric Trend,2.675998694,36.0,2024.0,"Designer_42, Designer_45","Modal, Eco-Friendly, Monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
185.0,Bamboo,Fabric Trend,,36.0,2024.0,"Designer_9, Designer_16","Oversized, Earth Tones, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
186.0,Cotton,Style Trend,3.847379201,36.0,2024.0,Designer_41,"Eco-Friendly, Bold Colors, Pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
187.0,Velvet,Category Trend,4.43061323,36.0,2024.0,Designer_17,"Eco-Friendly, Vintage, Oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
188.0,Cotton,Color Trend,,37.0,2024.0,,"Pastel, Velvet, Y2K",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
189.0,Vintage,Color Trend,3.385423334,37.0,2024.0,,"Velvet, Vintage, Minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
190.0,Vintage,Fabric Trend,4.721342861,37.0,2024.0,Designer_26,"Earth Tones, Bamboo, Minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
191.0,Y2K,Category Trend,4.266259203,37.0,2024.0,Designer_44,"Eco-Friendly, Vintage, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
192.0,Velvet,Style Trend,2.587503142,37.0,2024.0,Designer_28,"Vintage, Velvet, Bamboo",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
193.0,Pastel,Category Trend,3.089891823,38.0,2024.0,"Designer_22, Designer_13","Minimalist, Velvet, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
194.0,Monochrome,Seasonal Trend,4.858627296,38.0,2024.0,"Designer_9, Designer_22","Earth Tones, Minimalist, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
195.0,Oversized,Style Trend,2.515546366,38.0,2024.0,"Designer_9, Designer_30","Eco-Friendly, Bamboo, Y2K",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
196.0,Bold Colors,Category Trend,3.629626407,38.0,2024.0,"Designer_44, Designer_3, Designer_44","Stripes, Cotton, Eco-Friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
197.0,Leather,Fabric Trend,3.853305046,38.0,2024.0,"Designer_18, Designer_40, Designer_36","Minimalist, Eco-Friendly, Y2K",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
198.0,Earth Tones,Category Trend,0.667247508,38.0,2024.0,"Designer_12, Designer_10, Designer_14","Oversized, Monochrome, Bamboo",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
199.0,Minimalist,Category Trend,2.907880744,39.0,2024.0,"Designer_30, Designer_33, Designer_10","Stripes, Minimalist, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
200.0,Monochrome,Color Trend,4.230577103,39.0,2024.0,Designer_2,"Vintage, Eco-Friendly, Bamboo",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
201.0,Monochrome,Category Trend,1.184982649,39.0,2024.0,Designer_3,"Cotton, Leather, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
202.0,Leather,Style Trend,4.590075428,40.0,2024.0,"Designer_7, Designer_18, Designer_8","Cotton, Pastel, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
203.0,Bold Colors,Fabric Trend,0.925305552,40.0,2024.0,"Designer_22, Designer_20, Designer_15","Stripes, Velvet, Oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
204.0,Modal,Category Trend,3.7821991,40.0,2024.0,Designer_19,"Eco-Friendly, Leather, Velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
205.0,Oversized,,4.652054976,40.0,2024.0,Designer_19,"Bamboo, Minimalist, Y2K",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
206.0,Y2K,,4.951266803,40.0,2024.0,Designer_28,"Bamboo, Eco-Friendly, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
207.0,Eco-Friendly,Color Trend,2.091667811,40.0,2024.0,Designer_17,"Stripes, Bold Colors, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
208.0,Oversized,Color Trend,2.181423155,41.0,2024.0,"Designer_25, Designer_47","Y2K, Oversized, Velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
209.0,Pastel,Category Trend,,41.0,2024.0,Designer_24,"Minimalist, Earth Tones, Oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
210.0,Earth Tones,Fabric Trend,1.540251317,41.0,2024.0,"Designer_17, Designer_26, Designer_14","Velvet, Minimalist, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
211.0,Bamboo,Color Trend,2.01778796,41.0,2024.0,Designer_6,"Stripes, Leather, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
212.0,Eco-Friendly,Color Trend,0.724872778,42.0,2024.0,Designer_1,"Modal, Pastel, Earth Tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
213.0,Bamboo,Seasonal Trend,4.030109817,42.0,2024.0,Designer_43,"Monochrome, Leather, Eco-Friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
214.0,Minimalist,Color Trend,3.996368631,42.0,2024.0,"Designer_48, Designer_38, Designer_15","Monochrome, Vintage, Y2K",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
215.0,Cotton,Seasonal Trend,4.89018765,43.0,2024.0,Designer_3,"Oversized, Bamboo, Modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
216.0,Oversized,,3.277099577,43.0,2024.0,"Designer_35, Designer_32","Velvet, Monochrome, Vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
217.0,Cotton,Fabric Trend,0.827041772,43.0,2024.0,"Designer_37, Designer_13","Cotton, Vintage, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
218.0,Vintage,Color Trend,1.210175926,43.0,2024.0,"Designer_10, Designer_40, Designer_16","Pastel, Monochrome, Modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
219.0,Monochrome,Style Trend,2.550538072,43.0,,"Designer_33, Designer_43","Earth Tones, Vintage, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
220.0,Leather,Fabric Trend,2.342239625,44.0,2024.0,Designer_34,"Velvet, Pastel, Monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
221.0,Oversized,Style Trend,0.868495771,44.0,2024.0,Designer_38,"Y2K, Pastel, Leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
222.0,Monochrome,Seasonal Trend,0.65835088,44.0,2024.0,"Designer_13, Designer_13","Minimalist, Bamboo, Modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
223.0,Bold Colors,Category Trend,1.782930304,44.0,2024.0,"Designer_18, Designer_15","Modal, Minimalist, Eco-Friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
178.0,Vintage,Color Trend,3.259775168,35.0,2024.0,"Designer_20, Designer_36, Designer_5","Bamboo, Modal, Minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
96.0,Minimalist,Category Trend,3.443275544,21.0,2024.0,"Designer_12, Designer_22","Leather, Bamboo, Monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
,Oversized,Style Trend,2.499480276,12.0,2024.0,"Designer_18, Designer_38","Bamboo, Modal, Eco-Friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
119.0,Minimalist,Color Trend,4.396931454,24.0,2024.0,"Designer_17, Designer_16","Stripes, Modal, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
142.0,Monochrome,Fabric Trend,1.366206661,28.0,2024.0,"Designer_49, Designer_43, Designer_24","Minimalist, Cotton, Vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
132.0,Stripes,Fabric Trend,4.459802189,26.0,2024.0,"Designer_15, Designer_39","Eco-Friendly, Modal, Oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
62.0,Leather,Style Trend,4.161739025,13.0,2024.0,Designer_4,"Stripes, Leather, Bold Colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
37.0,Vintage,Seasonal Trend,3.538703578,8.0,2024.0,"Designer_17, Designer_16, Designer_17","Bold Colors, Monochrome, Eco-Friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
77.0,Bamboo,Seasonal Trend,1.685645522,17.0,2024.0,"Designer_40, Designer_29, Designer_12","Monochrome, Velvet, Modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
110.0,Leather,Seasonal Trend,3.876419904,,2024.0,"Designer_17, Designer_3","Oversized, Bold Colors, Stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
203.0,Bold Colors,Fabric Trend,0.925305552,40.0,2024.0,"Designer_22, Designer_20, Designer_15","Stripes, Velvet, Oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28
